,pos_normcdf_hmean,neg_normcdf_hmean
acosta,0.16390567173594725,0.5907518864412529
acting,0.3798954132446282,0.5931494454961559
action,0.6349753473495704,0.1976664018959571
actionscript,0.16390567173594725,0.5907518864412529
active,0.6086932585600732,0.1976664018959571
activist,0.581310320980581,0.1976664018959571
activities,0.581310320980581,0.1976664018959571
activity,0.6086932585600732,0.1976664018959571
actor,0.4536093288644353,0.48013643880777057
actress,0.16390567173594725,0.7262866912226652
actresses,0.16390567173594725,0.5907518864412529
actual,0.41862372541799675,0.5524183611087784
actually,0.6195219250272191,0.7061158337195088
actualy,0.581310320980581,0.1976664018959571
acupuncture,0.16390567173594725,0.5907518864412529
ad,0.5314624618768268,0.4500079096009449
adam,0.3690457133425946,0.5550270522447023
adams,0.3690457133425946,0.5550270522447023
adapter,0.581310320980581,0.1976664018959571
add,0.7974932473106809,0.3176958232312273
added,0.7474057966529851,0.1976664018959571
addict,0.5314624618768268,0.4500079096009449
addicted,0.5837460313914558,0.3559149984563499
addicting,0.7275818653496282,0.1976664018959571
addiction,0.4536093288644353,0.48013643880777057
addictive,0.5837460313914558,0.3559149984563499
addicts,0.581310320980581,0.1976664018959571
adding,0.4856365921099449,0.5120839934719636
additions,0.581310320980581,0.1976664018959571
additons,0.16390567173594725,0.615752592673383
addled,0.581310320980581,0.1976664018959571
address,0.28849503950463556,0.6296060557408018
addx,0.16390567173594725,0.5907518864412529
addy,0.16390567173594725,0.615752592673383
adele,0.581310320980581,0.1976664018959571
adenike,0.16390567173594725,0.5907518864412529
adik,0.581310320980581,0.1976664018959571
adisson,0.581310320980581,0.1976664018959571
adissonapparel,0.581310320980581,0.1976664018959571
adium,0.581310320980581,0.1976664018959571
adjusted,0.581310320980581,0.1976664018959571
adjusting,0.581310320980581,0.1976664018959571
admin,0.3798954132446282,0.5931494454961559
administrator,0.16390567173594725,0.5907518864412529
admired,0.16390567173594725,0.615752592673383
admiring,0.581310320980581,0.1976664018959571
admission,0.16390567173594725,0.5907518864412529
admit,0.41862372541799675,0.5524183611087784
admitted,0.16390567173594725,0.5907518864412529
adnams,0.581310320980581,0.1976664018959571
adobe,0.4536093288644353,0.48013643880777057
adolescent,0.4536093288644353,0.48013643880777057
adorable,0.6494537369800241,0.3051011444443275
adore,0.16390567173594725,0.615752592673383
adored,0.16390567173594725,0.615752592673383
adrss,0.16390567173594725,0.5907518864412529
ads,0.16390567173594725,0.5907518864412529
adtech,0.581310320980581,0.1976664018959571
adult,0.581310320980581,0.1976664018959571
adulthood,0.581310320980581,0.1976664018959571
adults,0.4536093288644353,0.48013643880777057
advance,0.581310320980581,0.1976664018959571
advanced,0.5367048990104405,0.40277537424564336
advantage,0.6086932585600732,0.1976664018959571
advantages,0.16390567173594725,0.5907518864412529
adventure,0.47011210161583683,0.4965213271142267
adventures,0.4536093288644353,0.48013643880777057
advertising,0.6086932585600732,0.1976664018959571
adverts,0.6086932585600732,0.1976664018959571
advice,0.6838908396042429,0.1976664018959571
adwords,0.16390567173594725,0.5907518864412529
ae,0.16390567173594725,0.5907518864412529
aerodynamic,0.581310320980581,0.1976664018959571
aesthetically,0.581310320980581,0.1976664018959571
af,0.16390567173594725,0.615752592673383
afar,0.581310320980581,0.1976664018959571
affect,0.581310320980581,0.1976664018959571
affected,0.581310320980581,0.1976664018959571
affirmation,0.581310320980581,0.1976664018959571
afford,0.28849503950463556,0.6296060557408018
afghanartistry,0.581310320980581,0.1976664018959571
afl,0.581310320980581,0.1976664018959571
afraid,0.3819982527052084,0.6822880975698696
african,0.581310320980581,0.1976664018959571
afterall,0.581310320980581,0.1976664018959571
aftermidnightproject,0.581310320980581,0.1976664018959571
afternoon,0.599127563625134,0.5931202724728515
afternoons,0.4536093288644353,0.48013643880777057
afterparty,0.581310320980581,0.1976664018959571
aftr,0.16390567173594725,0.5907518864412529
aftre,0.581310320980581,0.1976664018959571
againn,0.581310320980581,0.1976664018959571
age,0.2937691661113119,0.8259404491651088
aged,0.16390567173594725,0.5907518864412529
agen,0.4536093288644353,0.48013643880777057
agency,0.16390567173594725,0.615752592673383
agent,0.581310320980581,0.1976664018959571
ages,0.28849503950463556,0.6296060557408018
agghhhh,0.581310320980581,0.1976664018959571
aggressive,0.581310320980581,0.1976664018959571
agile,0.581310320980581,0.1976664018959571
ago,0.473035600503569,0.7828296273548976
agree,0.8332751281087049,0.3233029410311069
agreed,0.5359565580279563,0.4777649667370324
agrees,0.6086932585600732,0.1976664018959571
agressive,0.581310320980581,0.1976664018959571
agua,0.16390567173594725,0.5907518864412529
ah,0.6655482815189638,0.5943231214084825
aha,0.6125150343291683,0.3865831381603688
ahah,0.581310320980581,0.1976664018959571
ahaha,0.6600643894977646,0.1976664018959571
ahahah,0.4536093288644353,0.48013643880777057
ahahaha,0.581310320980581,0.1976664018959571
ahahhaha,0.581310320980581,0.1976664018959571
ahan,0.581310320980581,0.1976664018959571
ahead,0.7524653250727356,0.34018270466198564
ahem,0.581310320980581,0.1976664018959571
ahh,0.5688141952846891,0.6363389670040605
ahha,0.581310320980581,0.1976664018959571
ahhaahhaha,0.581310320980581,0.1976664018959571
ahhah,0.581310320980581,0.1976664018959571
ahhh,0.7265333816480277,0.4304455386569758
ahhhh,0.5435809833509554,0.49902430440483864
ahhhhh,0.16390567173594725,0.615752592673383
ahhhhhhhhhhhhh,0.16390567173594725,0.5907518864412529
ahie,0.16390567173594725,0.5907518864412529
ahm,0.581310320980581,0.1976664018959571
ahnothing,0.16390567173594725,0.5907518864412529
ahupua,0.581310320980581,0.1976664018959571
ai,0.5367048990104405,0.40277537424564336
aiac,0.16390567173594725,0.5907518864412529
aid,0.581310320980581,0.1976664018959571
aided,0.581310320980581,0.1976664018959571
aiden,0.581310320980581,0.1976664018959571
aids,0.4536093288644353,0.48013643880777057
aiesec,0.581310320980581,0.1976664018959571
aig,0.581310320980581,0.1976664018959571
aight,0.6086932585600732,0.1976664018959571
aim,0.16390567173594725,0.5907518864412529
aimed,0.16390567173594725,0.615752592673383
aiming,0.16390567173594725,0.5907518864412529
ain,0.6494537369800241,0.3051011444443275
aint,0.5137399024456217,0.5406984527296647
aintitcool,0.581310320980581,0.1976664018959571
aior,0.581310320980581,0.1976664018959571
aiport,0.581310320980581,0.1976664018959571
air,0.40788665315741085,0.6848457201821705
airfiel,0.16390567173594725,0.5907518864412529
airlines,0.6086932585600732,0.1976664018959571
airplane,0.581310320980581,0.1976664018959571
airport,0.5766841133537915,0.44903614268144293
airports,0.581310320980581,0.1976664018959571
ais,0.581310320980581,0.1976664018959571
aisles,0.581310320980581,0.1976664018959571
aiya,0.16390567173594725,0.5907518864412529
aja,0.581310320980581,0.1976664018959571
aka,0.6193378862206035,0.3257824024888085
akali,0.581310320980581,0.1976664018959571
akimbo,0.16390567173594725,0.5907518864412529
akitas,0.16390567173594725,0.5907518864412529
ako,0.581310320980581,0.1976664018959571
aktually,0.581310320980581,0.1976664018959571
al,0.4536093288644353,0.48013643880777057
alabaster,0.16390567173594725,0.615752592673383
alam,0.4536093288644353,0.48013643880777057
alameda,0.581310320980581,0.1976664018959571
alamia,0.16390567173594725,0.5907518864412529
alan,0.581310320980581,0.1976664018959571
alarm,0.5837460313914558,0.3559149984563499
alas,0.16390567173594725,0.663028552771
alaska,0.581310320980581,0.1976664018959571
alaskaair,0.581310320980581,0.1976664018959571
albarn,0.16390567173594725,0.5907518864412529
albert,0.581310320980581,0.1976664018959571
album,0.6417171506751551,0.43511441597858763
albums,0.16390567173594725,0.615752592673383
alcohol,0.581310320980581,0.1976664018959571
alcoholic,0.6086932585600732,0.1976664018959571
ale,0.581310320980581,0.1976664018959571
alert,0.47011210161583683,0.4965213271142267
alex,0.5367048990104405,0.40277537424564336
alexa,0.4856365921099449,0.5120839934719636
alexander,0.581310320980581,0.1976664018959571
alfie,0.16390567173594725,0.5907518864412529
algorithmic,0.581310320980581,0.1976664018959571
ali,0.5837460313914558,0.3559149984563499
alice,0.16390567173594725,0.615752592673383
alicia,0.581310320980581,0.1976664018959571
alien,0.3690457133425946,0.5550270522447023
aliens,0.581310320980581,0.1976664018959571
alignment,0.16390567173594725,0.5907518864412529
alirght,0.581310320980581,0.1976664018959571
alive,0.3798954132446282,0.5931494454961559
alla,0.16390567173594725,0.5907518864412529
allan,0.581310320980581,0.1976664018959571
allegory,0.16390567173594725,0.5907518864412529
allen,0.6086932585600732,0.1976664018959571
allergic,0.16390567173594725,0.5907518864412529
allergies,0.3690457133425946,0.5550270522447023
allergy,0.3690457133425946,0.5550270522447023
alley,0.581310320980581,0.1976664018959571
alli,0.581310320980581,0.1976664018959571
alliance,0.16390567173594725,0.5907518864412529
alliances,0.581310320980581,0.1976664018959571
alllergic,0.16390567173594725,0.5907518864412529
alllll,0.16390567173594725,0.5907518864412529
allllll,0.6086932585600732,0.1976664018959571
allo,0.581310320980581,0.1976664018959571
allocation,0.16390567173594725,0.5907518864412529
allow,0.6086932585600732,0.1976664018959571
allowance,0.16390567173594725,0.6398684002920534
allowed,0.26751614709753496,0.6571581020145307
allowing,0.581310320980581,0.1976664018959571
allways,0.581310320980581,0.1976664018959571
alot,0.6125150343291683,0.3865831381603688
alpaca,0.581310320980581,0.1976664018959571
alpha,0.581310320980581,0.1976664018959571
alphabites,0.16390567173594725,0.5907518864412529
alr,0.16390567173594725,0.5907518864412529
alrdy,0.581310320980581,0.1976664018959571
alread,0.16390567173594725,0.5907518864412529
alright,0.4636100195084136,0.6080802916422244
alrighty,0.4536093288644353,0.48013643880777057
alrite,0.581310320980581,0.1976664018959571
altered,0.581310320980581,0.1976664018959571
alternative,0.6086932585600732,0.1976664018959571
alternatively,0.581310320980581,0.1976664018959571
alton,0.581310320980581,0.1976664018959571
aluminum,0.16390567173594725,0.615752592673383
alway,0.4536093288644353,0.48013643880777057
alweer,0.581310320980581,0.1976664018959571
alwys,0.581310320980581,0.1976664018959571
alzheimers,0.581310320980581,0.1976664018959571
amaaazing,0.581310320980581,0.1976664018959571
amalia,0.16390567173594725,0.5907518864412529
amanda,0.3690457133425946,0.5550270522447023
amaris,0.581310320980581,0.1976664018959571
amaze,0.581310320980581,0.1976664018959571
amazed,0.6349753473495704,0.1976664018959571
amazin,0.581310320980581,0.1976664018959571
amazing,0.8347039994388784,0.40901337368283425
amazingg,0.581310320980581,0.1976664018959571
amazinggg,0.16390567173594725,0.5907518864412529
amazingly,0.581310320980581,0.1976664018959571
amazingness,0.581310320980581,0.1976664018959571
amazon,0.4536093288644353,0.48013643880777057
amb,0.581310320980581,0.1976664018959571
amber,0.6086932585600732,0.1976664018959571
amberlovely,0.6086932585600732,0.1976664018959571
ambien,0.581310320980581,0.1976664018959571
amelia,0.581310320980581,0.1976664018959571
amen,0.3690457133425946,0.5550270522447023
america,0.5137399024456217,0.5406984527296647
american,0.35047196605363873,0.6262668758230319
amerika,0.581310320980581,0.1976664018959571
amidst,0.581310320980581,0.1976664018959571
amo,0.16390567173594725,0.5907518864412529
amounts,0.4536093288644353,0.48013643880777057
amozon,0.581310320980581,0.1976664018959571
amphi,0.581310320980581,0.1976664018959571
amritsar,0.581310320980581,0.1976664018959571
amsterdam,0.6349753473495704,0.1976664018959571
amused,0.6086932585600732,0.1976664018959571
amusing,0.5367048990104405,0.40277537424564336
amy,0.6193378862206035,0.3257824024888085
ana,0.16390567173594725,0.5907518864412529
anah,0.16390567173594725,0.5907518864412529
anal,0.16390567173594725,0.6398684002920534
analyses,0.16390567173594725,0.5907518864412529
analysis,0.16390567173594725,0.5907518864412529
anastasia,0.6086932585600732,0.1976664018959571
anatomy,0.16390567173594725,0.6398684002920534
anchorage,0.16390567173594725,0.5907518864412529
anchorwoman,0.581310320980581,0.1976664018959571
andakilsa,0.16390567173594725,0.5907518864412529
andami,0.581310320980581,0.1976664018959571
anders,0.581310320980581,0.1976664018959571
andersen,0.581310320980581,0.1976664018959571
anderson,0.16390567173594725,0.5907518864412529
andhika,0.16390567173594725,0.5907518864412529
andi,0.16390567173594725,0.5907518864412529
andison,0.581310320980581,0.1976664018959571
andrea,0.16390567173594725,0.5907518864412529
andrew,0.6086932585600732,0.1976664018959571
andrewcilley,0.16390567173594725,0.5907518864412529
android,0.47011210161583683,0.4965213271142267
andy,0.26751614709753496,0.6571581020145307
aneh,0.581310320980581,0.1976664018959571
anferney,0.16390567173594725,0.5907518864412529
ang,0.5367048990104405,0.40277537424564336
anga,0.16390567173594725,0.5907518864412529
angel,0.18552605741663428,0.9386029455164356
angeles,0.16390567173594725,0.615752592673383
angelina,0.581310320980581,0.1976664018959571
angels,0.19529222934666743,0.8733794407253128
anger,0.16390567173594725,0.6398684002920534
angie,0.16390567173594725,0.5907518864412529
angieruiz,0.16390567173594725,0.5907518864412529
angilena,0.581310320980581,0.1976664018959571
angriiiii,0.16390567173594725,0.5907518864412529
angry,0.3690457133425946,0.5550270522447023
angst,0.16390567173594725,0.5907518864412529
anguish,0.16390567173594725,0.5907518864412529
angwaagee,0.581310320980581,0.1976664018959571
anh,0.16390567173594725,0.5907518864412529
ani,0.581310320980581,0.1976664018959571
animal,0.581310320980581,0.1976664018959571
animals,0.6086932585600732,0.1976664018959571
animation,0.6086932585600732,0.1976664018959571
animations,0.581310320980581,0.1976664018959571
anime,0.6086932585600732,0.1976664018959571
anithing,0.581310320980581,0.1976664018959571
aniversary,0.581310320980581,0.1976664018959571
ankie,0.581310320980581,0.1976664018959571
ankle,0.16390567173594725,0.663028552771
ankles,0.3690457133425946,0.5550270522447023
ann,0.16390567173594725,0.5907518864412529
anna,0.6086932585600732,0.1976664018959571
annas,0.16390567173594725,0.5907518864412529
anne,0.6761607043780581,0.2901356130963729
annex,0.16390567173594725,0.5907518864412529
annie,0.4536093288644353,0.48013643880777057
anniversary,0.6494537369800241,0.3051011444443275
annnd,0.581310320980581,0.1976664018959571
announce,0.16390567173594725,0.5907518864412529
announced,0.3690457133425946,0.5550270522447023
announcement,0.6086932585600732,0.1976664018959571
announcements,0.581310320980581,0.1976664018959571
annoy,0.581310320980581,0.1976664018959571
annoyed,0.16390567173594725,0.6851772250518793
annoying,0.4626347731408138,0.6418522983405519
annoyingly,0.16390567173594725,0.5907518864412529
anny,0.16390567173594725,0.5907518864412529
anonymous,0.581310320980581,0.1976664018959571
anotha,0.581310320980581,0.1976664018959571
anothe,0.16390567173594725,0.5907518864412529
anouk,0.581310320980581,0.1976664018959571
anounced,0.16390567173594725,0.5907518864412529
ans,0.6086932585600732,0.1976664018959571
ansa,0.16390567173594725,0.5907518864412529
answer,0.6510089373423916,0.5154450168552628
answered,0.4536093288644353,0.48013643880777057
answering,0.4536093288644353,0.48013643880777057
answers,0.6086932585600732,0.1976664018959571
ant,0.16390567173594725,0.5907518864412529
antartica,0.581310320980581,0.1976664018959571
anthony,0.581310320980581,0.1976664018959571
anti,0.41862372541799675,0.5524183611087784
antibiotics,0.16390567173594725,0.5907518864412529
antisocial,0.16390567173594725,0.5907518864412529
antonio,0.16390567173594725,0.615752592673383
anwering,0.581310320980581,0.1976664018959571
anxiety,0.3690457133425946,0.5550270522447023
anxious,0.3690457133425946,0.5550270522447023
anybody,0.5359565580279563,0.4777649667370324
anymore,0.27011804560438846,0.8913349497944517
anyoneeeee,0.16390567173594725,0.5907518864412529
anyplace,0.581310320980581,0.1976664018959571
anythin,0.16390567173594725,0.5907518864412529
anytime,0.5314624618768268,0.4500079096009449
anywat,0.581310320980581,0.1976664018959571
anyways,0.5762488405982867,0.41424260589355727
anywaysss,0.581310320980581,0.1976664018959571
aol,0.581310320980581,0.1976664018959571
aout,0.16390567173594725,0.5907518864412529
ap,0.4536093288644353,0.48013643880777057
apace,0.581310320980581,0.1976664018959571
apache,0.6086932585600732,0.1976664018959571
apapachitos,0.16390567173594725,0.5907518864412529
aparently,0.5367048990104405,0.40277537424564336
apart,0.7382090442272227,0.3116359443053999
apartment,0.5435809833509554,0.49902430440483864
apettite,0.16390567173594725,0.5907518864412529
apfel,0.581310320980581,0.1976664018959571
api,0.4536093288644353,0.48013643880777057
apologies,0.16390567173594725,0.6398684002920534
apologize,0.3690457133425946,0.5550270522447023
apologized,0.581310320980581,0.1976664018959571
aporto,0.581310320980581,0.1976664018959571
app,0.5610576764765618,0.5328728477727227
appalachaintrail,0.16390567173594725,0.5907518864412529
appalachian,0.16390567173594725,0.5907518864412529
apparent,0.16390567173594725,0.5907518864412529
apparently,0.3178037117358978,0.8229407249186523
appear,0.581310320980581,0.1976664018959571
appearance,0.581310320980581,0.1976664018959571
appearently,0.16390567173594725,0.5907518864412529
appearing,0.16390567173594725,0.5907518864412529
appears,0.3690457133425946,0.5550270522447023
appetite,0.16390567173594725,0.5907518864412529
appetizing,0.581310320980581,0.1976664018959571
apple,0.41922078583534245,0.6312536964946424
applebee,0.16390567173594725,0.5907518864412529
apples,0.6086932585600732,0.1976664018959571
applesauce,0.16390567173594725,0.5907518864412529
applicants,0.581310320980581,0.1976664018959571
application,0.5837460313914558,0.3559149984563499
applications,0.581310320980581,0.1976664018959571
applied,0.16390567173594725,0.5907518864412529
applies,0.16390567173594725,0.5907518864412529
apply,0.3690457133425946,0.5550270522447023
applying,0.3690457133425946,0.5550270522447023
appointment,0.4473993910663855,0.5583070582109272
apprciated,0.581310320980581,0.1976664018959571
apprecaite,0.581310320980581,0.1976664018959571
appreciate,0.7830265242338682,0.1976664018959571
appreciated,0.6086932585600732,0.1976664018959571
appreciates,0.6086932585600732,0.1976664018959571
appreciating,0.581310320980581,0.1976664018959571
apprentice,0.581310320980581,0.1976664018959571
approaching,0.16390567173594725,0.5907518864412529
appropriate,0.581310320980581,0.1976664018959571
approval,0.581310320980581,0.1976664018959571
approved,0.6086932585600732,0.1976664018959571
approx,0.581310320980581,0.1976664018959571
apps,0.6761607043780581,0.2901356130963729
appt,0.16390567173594725,0.5907518864412529
april,0.6494537369800241,0.3051011444443275
apt,0.3195702890278771,0.5973432214933083
aptana,0.581310320980581,0.1976664018959571
aquarium,0.16390567173594725,0.5907518864412529
aqui,0.581310320980581,0.1976664018959571
ar,0.581310320980581,0.1976664018959571
arab,0.16390567173594725,0.615752592673383
archuleta,0.581310320980581,0.1976664018959571
arctic,0.581310320980581,0.1976664018959571
area,0.5137399024456217,0.5406984527296647
aren,0.39139936837910705,0.743533482854351
arena,0.16390567173594725,0.5907518864412529
arent,0.3195702890278771,0.5973432214933083
argh,0.3195702890278771,0.5973432214933083
arghhhh,0.16390567173594725,0.5907518864412529
argos,0.16390567173594725,0.5907518864412529
argue,0.581310320980581,0.1976664018959571
argued,0.4536093288644353,0.48013643880777057
argueing,0.16390567173594725,0.5907518864412529
argument,0.16390567173594725,0.615752592673383
arguments,0.581310320980581,0.1976664018959571
arh,0.16390567173594725,0.5907518864412529
ari,0.581310320980581,0.1976664018959571
aries,0.581310320980581,0.1976664018959571
ariii,0.581310320980581,0.1976664018959571
aritzia,0.16390567173594725,0.5907518864412529
arizona,0.4536093288644353,0.48013643880777057
ark,0.16390567173594725,0.5907518864412529
arm,0.16390567173594725,0.6851772250518793
armada,0.581310320980581,0.1976664018959571
armed,0.16390567173594725,0.615752592673383
armin,0.581310320980581,0.1976664018959571
arms,0.47011210161583683,0.4965213271142267
army,0.3690457133425946,0.5550270522447023
arne,0.16390567173594725,0.5907518864412529
aroundd,0.16390567173594725,0.5907518864412529
arp,0.581310320980581,0.1976664018959571
arrange,0.581310320980581,0.1976664018959571
arreeyy,0.581310320980581,0.1976664018959571
arrested,0.16390567173594725,0.5907518864412529
arrgh,0.16390567173594725,0.5907518864412529
arrivals,0.581310320980581,0.1976664018959571
arrive,0.5314624618768268,0.4500079096009449
arrived,0.6414792839397063,0.4048399347140233
arrives,0.581310320980581,0.1976664018959571
arrows,0.581310320980581,0.1976664018959571
arse,0.4536093288644353,0.48013643880777057
arses,0.581310320980581,0.1976664018959571
art,0.5762488405982867,0.41424260589355727
artfire,0.16390567173594725,0.5907518864412529
article,0.4636100195084136,0.6080802916422244
articles,0.581310320980581,0.1976664018959571
artist,0.5367048990104405,0.40277537424564336
artistic,0.6349753473495704,0.1976664018959571
artistically,0.16390567173594725,0.5907518864412529
artwork,0.581310320980581,0.1976664018959571
asap,0.5762488405982867,0.41424260589355727
asda,0.16390567173594725,0.5907518864412529
ash,0.581310320980581,0.1976664018959571
ashh,0.16390567173594725,0.5907518864412529
ashies,0.581310320980581,0.1976664018959571
ashleysays,0.16390567173594725,0.5907518864412529
ashton,0.581310320980581,0.1976664018959571
asia,0.16390567173594725,0.615752592673383
asiago,0.16390567173594725,0.5907518864412529
aside,0.16390567173594725,0.6398684002920534
ask,0.6728822366026868,0.5178749677620565
askars,0.16390567173594725,0.5907518864412529
askboutme,0.16390567173594725,0.5907518864412529
asked,0.5806014114688998,0.4747470315912546
asking,0.6925715904836326,0.373172906426834
asks,0.16390567173594725,0.6398684002920534
asleeep,0.16390567173594725,0.615752592673383
asleep,0.5835566485230836,0.6155058394401156
asmodians,0.16390567173594725,0.5907518864412529
asp,0.6086932585600732,0.1976664018959571
aspect,0.581310320980581,0.1976664018959571
aspirations,0.581310320980581,0.1976664018959571
aspire,0.16390567173594725,0.5907518864412529
aspired,0.16390567173594725,0.5907518864412529
ass,0.5835566485230836,0.6155058394401156
assault,0.16390567173594725,0.5907518864412529
assembly,0.16390567173594725,0.5907518864412529
asses,0.581310320980581,0.1976664018959571
assessments,0.581310320980581,0.1976664018959571
asshattery,0.581310320980581,0.1976664018959571
assignment,0.4536093288644353,0.48013643880777057
assist,0.4536093288644353,0.48013643880777057
assistant,0.16390567173594725,0.5907518864412529
asssss,0.581310320980581,0.1976664018959571
asst,0.6086932585600732,0.1976664018959571
assume,0.16390567173594725,0.5907518864412529
assured,0.581310320980581,0.1976664018959571
assyness,0.16390567173594725,0.5907518864412529
astro,0.581310320980581,0.1976664018959571
asu,0.16390567173594725,0.5907518864412529
aswell,0.3195702890278771,0.5973432214933083
ate,0.481720873700489,0.615454584526168
athens,0.581310320980581,0.1976664018959571
ativan,0.581310320980581,0.1976664018959571
atl,0.16390567173594725,0.663028552771
atlanta,0.3195702890278771,0.5973432214933083
atlantic,0.16390567173594725,0.5907518864412529
atleast,0.5314624618768268,0.4500079096009449
atm,0.28849503950463556,0.6296060557408018
atmosphere,0.5367048990104405,0.40277537424564336
atr,0.581310320980581,0.1976664018959571
attached,0.16390567173594725,0.5907518864412529
attachments,0.16390567173594725,0.5907518864412529
attack,0.16390567173594725,0.6398684002920534
attacked,0.3690457133425946,0.5550270522447023
attackers,0.581310320980581,0.1976664018959571
attempt,0.3195702890278771,0.5973432214933083
attempting,0.581310320980581,0.1976664018959571
attempts,0.16390567173594725,0.5907518864412529
attend,0.581310320980581,0.1976664018959571
attendance,0.581310320980581,0.1976664018959571
attendent,0.16390567173594725,0.5907518864412529
attending,0.6086932585600732,0.1976664018959571
attention,0.5435809833509554,0.49902430440483864
attitude,0.3690457133425946,0.5550270522447023
attn,0.16390567173594725,0.5907518864412529
attraction,0.581310320980581,0.1976664018959571
attractive,0.5367048990104405,0.40277537424564336
atwood,0.581310320980581,0.1976664018959571
au,0.4536093288644353,0.48013643880777057
aubrey,0.4536093288644353,0.48013643880777057
auction,0.4536093288644353,0.48013643880777057
auctionrebel,0.16390567173594725,0.5907518864412529
audience,0.581310320980581,0.1976664018959571
audio,0.5314624618768268,0.4500079096009449
audited,0.4536093288644353,0.48013643880777057
audition,0.3195702890278771,0.5973432214933083
auditions,0.581310320980581,0.1976664018959571
audrey,0.5367048990104405,0.40277537424564336
audrina,0.581310320980581,0.1976664018959571
auf,0.6086932585600732,0.1976664018959571
augh,0.16390567173594725,0.5907518864412529
august,0.35047196605363873,0.6262668758230319
augusto,0.16390567173594725,0.5907518864412529
aunt,0.28849503950463556,0.6296060557408018
auntie,0.581310320980581,0.1976664018959571
aur,0.16390567173594725,0.5907518864412529
aus,0.6193378862206035,0.3257824024888085
ausserdem,0.16390567173594725,0.5907518864412529
aussie,0.6086932585600732,0.1976664018959571
aussies,0.581310320980581,0.1976664018959571
austin,0.3798954132446282,0.5931494454961559
australia,0.5314624618768268,0.4500079096009449
australian,0.581310320980581,0.1976664018959571
